Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000044
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;02:53:07;12:38:40;04.10.2022;Y;11;53 35.97999 N;011 13.61593 E;27.995;51.8;108.73;5342.6;-8.625;-11.875;70.7;532.530;8.2;66675
$;02:53:09;12:38:42;04.10.2022;Y;11;53 35.97347 N;011 13.64051 E;29.652;54.9;118.86;5333.6;-8.500;-11.875;69.931;533.320;8.2;66675
$;02:53:11;12:38:44;04.10.2022;Y;11;53 35.96385 N;011 13.66232 E;28.229;52.2;133.44;5324.4;-8.625;-11.875;69.847;533.809;8.2;66675
$;02:53:13;12:38:46;04.10.2022;Y;11;53 35.95336 N;011 13.67791 E;22.394;41.4;142.21;5314.7;-8.625;-11.875;69.733;534.500;8.2;66675
$;02:53:15;12:38:48;04.10.2022;Y;11;53 35.94541 N;011 13.68937 E;16.549;30.6;133.63;5305.1;-8.500;-11.875;69.626;535.80;8.2;66675
$;02:53:17;12:38:50;04.10.2022;Y;11;53 35.94062 N;011 13.70163 E;15.897;29.4;115.32;5295.6;-8.500;-11.750;69.519;Err;8.2;74867
$;02:53:19;12:38:52;04.10.2022;Y;11;53 35.93717 N;011 13.71631 E;18.143;33.6;108.94;5286.5;-8.500;-11.625;99.800;536.409;8.2;66675
$;02:53:21;12:38:54;04.10.2022;Y;11;53 35.93390 N;011 13.73492 E;23.413;43.3;105.43;5277.7;-8.375;-11.625;69.359;537.49;8.2;66675
$;02:53:23;12:38:56;04.10.2022;Y;11;53 35.92944 N;011 13.75829 E;28.442;52.6;110.04;5268.6;-8.500;-11.500;69.290;537.710;8.2;66675
$;02:53:25;12:38:58;04.10.2022;Y;11;53 35.92293 N;011 13.78369 E;30.467;56.4;116.37;5259.4;-8.500;-11.625;69.222;538.239;8.2;66675
$;02:53:27;12:39:00;04.10.2022;Y;11;53 35.91417 N;011 13.80781 E;30.012;55.5;126.23;5250.4;-8.500;-11.625;69.122;538.890;8.2;66675
$;02:53:29;12:39:02;04.10.2022;Y;11;53 35.90362 N;011 13.82734 E;26.903;49.8;136.38;5240.9;-8.500;-11.625;69.23;539.630;8.2;66675
$;02:53:31;12:39:04;04.10.2022;Y;11;53 35.89343 N;011 13.84249 E;22.213;41.1;139.54;5231.9;-8.500;-11.500;68.832;540.239;8.2;66675
$;02:53:33;12:39:06;04.10.2022;Y;11;53 35.88581 N;011 13.85471 E;16.905;31.3;131.17;5222.6;-8.625;-11.500;68.588;540.770;8.2;66675
$;02:53:35;12:39:08;04.10.2022;Y;11;53 35.88099 N;011 13.86763 E;16.942;31.3;113.16;5213.2;-8.500;-11.500;68.398;541.469;8.2;66675
$;02:53:37;12:39:10;04.10.2022;Y;11;53 35.87775 N;011 13.88446 E;20.987;38.8;105.41;5204.0;-8.375;-11.375;68.298;542.169;8.2;66675
$;02:53:39;12:39:12;04.10.2022;Y;11;53 35.87437 N;011 13.90489 E;24.363;45.1;106.61;5195.2;-8.375;-11.375;68.260;542.650;8.2;66675
$;02:53:41;12:39:14;04.10.2022;Y;11;53 35.86959 N;011 13.92792 E;28.043;51.9;111.94;5186.2;-8.375;-11.250;68.268;543.309;8.2;66675
$;02:53:43;12:39:16;04.10.2022;Y;11;53 35.86162 N;011 13.95218 E;30.832;57.1;125.15;5177.1;-8.375;-11.250;68.314;544.109;8.2;66675
$;02:53:45;12:39:18;04.10.2022;Y;11;53 35.85037 N;011 13.97268 E;28.462;52.7;138.71;5167.5;-8.375;-11.250;68.352;544.599;8.1;66675
$;02:53:47;12:39:20;04.10.2022;Y;11;53 35.83955 N;011 13.98692 E;21.833;40.4;143.37;5157.9;-8.250;-11.125;68.237;545.340;8.2;66675
$;02:53:49;12:39:22;04.10.2022;Y;11;53 35.83146 N;011 13.99845 E;17.269;31.9;134.70;5148.3;-8.250;-11.125;67.993;546.0;8.2;66675
$;02:53:51;12:39:24;04.10.2022;Y;11;53 35.82589 N;011 14.01110 E;17.082;31.6;119.59;5139.1;-8.375;-11.125;67.650;546.690;8.2;66675
$;02:53:53;12:39:26;04.10.2022;Y;11;53 35.82190 N;011 14.02734 E;21.000;38.8;108.13;5130.1;-8.375;-11.0;67.314;547.229;8.2;66675
$;02:53:55;12:39:28;04.10.2022;Y;11;53 35.81773 N;011 14.04876 E;26.910;49.8;109.67;5121.1;-8.375;-10.875;66.971;548.39;8.2;66675
$;02:53:57;12:39:30;04.10.2022;Y;11;53 35.81066 N;011 14.07337 E;31.135;57.6;121.38;5111.8;-8.250;-11.0;66.620;548.679;8.2;66675
$;02:53:59;12:39:32;04.10.2022;Y;11;53 35.80007 N;011 14.09643 E;30.792;57.0;132.19;5102.2;-8.250;-10.875;66.246;549.219;8.2;66675
$;02:54:01;12:39:34;04.10.2022;Y;11;53 35.78850 N;011 14.11594 E;28.287;52.3;137.23;5093.0;-8.250;0.0;1.810;549.830;8.2;66675
$;02:54:03;12:39:36;04.10.2022;Y;11;53 35.77764 N;011 14.13203 E;23.632;43.7;139.82;5084.2;-8.250;-10.875;65.483;550.539;8.2;66675
$;02:54:05;12:39:38;04.10.2022;Y;11;53 35.76893 N;011 14.14501 E;19.067;35.3;136.02;5075.1;-8.500;-10.750;65.117;551.130;8.2;66675
$;02:54:07;12:39:40;04.10.2022;Y;11;53 35.76275 N;011 14.15792 E;17.369;32.1;120.20;5066.0;-8.125;-16.0;25.248;542.150;8.2;66675
$;02:54:09;12:39:42;04.10.2022;Y;11;53 35.75866 N;011 14.17352 E;19.356;35.8;109.93;5056.7;-0.125;-10.625;0.100;552.359;8.2;66675
$;02:54:11;12:39:44;04.10.2022;Y;11;53 35.75506 N;011 14.19173 E;21.764;40.3;107.48;5047.9;-8.0;-10.500;0.100;552.950;8.2;66675
$;02:54:13;12:39:46;04.10.2022;Y;11;53 35.75116 N;011 14.21245 E;24.921;46.1;107.80;5039.4;0.0;-10.500;63.499;553.609;8.2;66675
$;02:54:15;12:39:48;04.10.2022;Y;11;53 35.74597 N;011 14.23628 E;29.307;54.2;112.61;5030.6;-8.125;-10.375;63.19;554.159;8.2;66675
$;02:54:17;12:39:50;04.10.2022;Y;11;53 35.73783 N;011 14.26174 E;32.047;59.3;123.09;5021.4;-8.125;-10.250;62.622;554.869;8.2;66675
$;02:54:19;12:39:52;04.10.2022;Y;11;53 35.72690 N;011 14.28381 E;29.125;53.9;135.40;5012.0;-8.125;-10.375;62.447;555.520;8.2;66675
$;02:54:21;12:39:54;04.10.2022;Y;11;53 35.71634 N;011 14.29949 E;22.261;41.2;139.73;5002.3;-8.125;-10.250;62.485;556.340;8.2;66675
$;02:54:23;12:39:56;04.10.2022;Y;11;53 35.70913 N;011 14.31275 E;17.851;33.0;122.93;4992.8;-8.125;-10.125;62.714;556.880;8.2;66675
$;02:54:25;12:39:58;04.10.2022;Y;11;53 35.70519 N;011 14.32988 E;22.331;41.3;105.43;4983.5;-8.125;-10.125;63.42;557.580;8.2;66675
